label,avg_packet_size,inter_packet_interval_ms,packets_per_minute,burstiness
camera_stream,1168.79,36.48,1644.84,0.12
camera_stream,1297.48,25.08,2392.07,0.255
camera_stream,1354.48,31.51,1904.13,0.371
camera_stream,1336.22,32.64,1838.28,0.15
camera_stream,1367.01,30.14,1990.8,0.284
camera_stream,1346.86,26.43,2270.03,0.262
camera_stream,1212.65,36.57,1640.69,0.371
camera_stream,1348.76,27.8,2158.19,0.355
camera_stream,1083.28,39.71,1510.8,0.389
camera_stream,1162.92,32.93,1822.26,0.371
camera_stream,1366.37,39.82,1506.91,0.353
camera_stream,1023.34,34.09,1760.18,0.122
camera_stream,1373.88,29.55,2030.25,0.387
camera_stream,1215.59,32.9,1823.56,0.372
camera_stream,1326.38,32.49,1846.82,0.148
camera_stream,1060.55,27.6,2173.92,0.228
camera_stream,1112.62,27.98,2144.45,0.311
camera_stream,1304.68,34.08,1760.33,0.317
camera_stream,1083.18,38.7,1550.45,0.359
camera_stream,1317.72,33.24,1804.81,0.116
camera_stream,1260.93,27.96,2146.19,0.132
camera_stream,1136.5,28.97,2071.2,0.168
camera_stream,1104.79,37.06,1618.99,0.376
camera_stream,1128.7,36.57,1640.86,0.093
camera_stream,1255.33,36.08,1662.77,0.109
camera_stream,1062.56,29.91,2006.09,0.212
camera_stream,1200.91,39.32,1525.87,0.301
camera_stream,1131.95,26.88,2232.25,0.365
camera_stream,1126.21,34.83,1722.45,0.156
camera_stream,1068.08,27.45,2185.72,0.314
camera_stream,1238.07,31.65,1895.52,0.255
camera_stream,1189.5,33.6,1785.7,0.289
camera_stream,1098.63,28.96,2071.86,0.316
camera_stream,1334.33,26.31,2280.51,0.224
camera_stream,1273.36,26.25,2285.75,0.259
camera_stream,1042.23,33.76,1777.13,0.242
camera_stream,1226.17,27.4,2189.97,0.188
camera_stream,1207.32,26.86,2233.82,0.152
camera_stream,1229.93,26.46,2268.0,0.243
camera_stream,1311.13,32.25,1860.18,0.244
camera_stream,1184.45,25.92,2314.48,0.229
camera_stream,1310.49,36.57,1640.58,0.209
camera_stream,1313.92,36.93,1624.57,0.263
camera_stream,1036.3,30.51,1966.41,0.109
camera_stream,1377.88,39.95,1501.75,0.111
camera_stream,1356.16,25.51,2352.23,0.213
camera_stream,1296.83,37.25,1610.6,0.383
camera_stream,1252.52,31.73,1891.21,0.388
camera_stream,1157.69,38.91,1541.86,0.362
camera_stream,1155.23,35.92,1670.21,0.289
camera_stream,1214.15,35.46,1692.21,0.194
camera_stream,1084.25,33.6,1785.92,0.249
camera_stream,1282.03,28.56,2100.62,0.091
camera_stream,1028.18,29.77,2015.19,0.292
camera_stream,1216.0,33.51,1790.46,0.337
camera_stream,1109.1,30.54,1964.73,0.173
camera_stream,1357.47,36.6,1639.33,0.124
camera_stream,1311.41,31.71,1892.28,0.32
camera_stream,1338.15,25.25,2376.21,0.152
camera_stream,1056.32,25.54,2349.51,0.269
camera_stream,1273.18,25.78,2327.49,0.312
camera_stream,1164.82,28.75,2087.0,0.155
camera_stream,1330.94,25.9,2316.32,0.241
camera_stream,1124.13,38.05,1576.77,0.309
camera_stream,1134.81,34.57,1735.78,0.292
camera_stream,1135.44,29.83,2011.52,0.133
camera_stream,1257.68,28.54,2102.56,0.18
camera_stream,1041.94,40.18,1493.42,0.354
camera_stream,1348.17,35.02,1713.51,0.218
camera_stream,1198.42,40.56,1479.41,0.372
camera_stream,1261.68,37.57,1596.9,0.186
camera_stream,1169.88,27.39,2190.78,0.203
camera_stream,1291.59,32.58,1841.83,0.345
camera_stream,1128.27,36.32,1651.93,0.332
camera_stream,1349.31,34.0,1764.8,0.38
camera_stream,1220.62,27.15,2210.31,0.163
camera_stream,1093.2,35.35,1697.44,0.367
camera_stream,1324.97,26.48,2265.91,0.307
camera_stream,1088.57,29.3,2048.1,0.292
camera_stream,1237.05,38.98,1539.33,0.146
camera_stream,1294.21,36.59,1639.84,0.258
camera_stream,1192.58,38.91,1541.96,0.19
camera_stream,1364.53,25.25,2376.68,0.371
camera_stream,1366.35,26.88,2232.39,0.39
camera_stream,1192.41,28.88,2077.46,0.271
camera_stream,1093.62,39.64,1513.55,0.256
camera_stream,1299.18,31.09,1929.84,0.25
camera_stream,1149.33,29.18,2055.85,0.244
camera_stream,1199.02,26.58,2257.53,0.384
camera_stream,1189.02,38.44,1561.05,0.364
camera_stream,1153.45,31.62,1897.36,0.259
camera_stream,1099.66,27.33,2195.01,0.168
camera_stream,1356.51,34.27,1750.99,0.215
camera_stream,1074.87,30.28,1981.65,0.204
camera_stream,1320.01,32.99,1818.8,0.286
camera_stream,1266.54,29.12,2060.64,0.336
camera_stream,1367.94,35.27,1701.3,0.237
camera_stream,1080.56,37.72,1590.68,0.141
camera_stream,1279.31,32.81,1828.54,0.365
camera_stream,1215.17,35.27,1701.21,0.108
camera_stream,1032.18,38.55,1556.53,0.374
camera_stream,1260.56,37.23,1611.63,0.214
camera_stream,1323.32,28.7,2090.38,0.302
camera_stream,1023.29,33.09,1813.14,0.202
camera_stream,1242.42,35.67,1682.18,0.275
camera_stream,1193.95,32.81,1828.95,0.092
camera_stream,1218.59,25.19,2381.93,0.249
camera_stream,1118.91,40.64,1476.39,0.095
camera_stream,1312.74,35.78,1676.7,0.332
camera_stream,1347.52,26.71,2246.16,0.119
camera_stream,1073.6,28.07,2137.44,0.248
camera_stream,1313.48,29.28,2049.38,0.209
camera_stream,1154.3,31.5,1904.98,0.26
camera_stream,1376.48,28.61,2096.9,0.295
camera_stream,1325.23,35.46,1692.06,0.347
camera_stream,1293.45,26.5,2264.49,0.204
camera_stream,1218.97,25.9,2316.8,0.093
camera_stream,1081.7,33.0,1818.31,0.22
camera_stream,1302.38,34.05,1761.92,0.347
camera_stream,1054.33,33.45,1793.69,0.103
camera_stream,1096.11,38.89,1542.82,0.356
camera_stream,1191.18,25.74,2330.55,0.112
camera_stream,1353.21,39.39,1523.27,0.259
camera_stream,1031.84,39.86,1505.26,0.184
camera_stream,1366.13,34.39,1744.56,0.316
camera_stream,1276.58,31.37,1912.49,0.113
camera_stream,1078.48,28.85,2079.9,0.34
camera_stream,1160.1,39.34,1524.99,0.19
camera_stream,1292.02,27.24,2202.71,0.387
camera_stream,1280.7,33.01,1817.48,0.382
camera_stream,1039.33,31.99,1875.39,0.342
camera_stream,1142.61,37.3,1608.4,0.376
camera_stream,1162.81,37.38,1605.27,0.099
camera_stream,1118.4,40.88,1467.66,0.237
camera_stream,1148.09,40.06,1497.82,0.22
camera_stream,1264.69,35.57,1686.78,0.116
camera_stream,1242.7,37.77,1588.61,0.304
camera_stream,1049.53,27.47,2184.4,0.304
camera_stream,1248.2,36.83,1628.91,0.185
camera_stream,1058.36,25.08,2392.05,0.182
camera_stream,1149.57,29.32,2046.65,0.13
camera_stream,1087.46,32.18,1864.43,0.256
camera_stream,1166.9,25.42,2360.33,0.196
camera_stream,1053.5,34.57,1735.67,0.187
camera_stream,1158.69,29.67,2022.27,0.206
camera_stream,1050.49,39.42,1522.14,0.362
camera_stream,1372.14,34.15,1756.88,0.141
camera_stream,1157.06,27.22,2204.14,0.18
camera_stream,1197.52,26.01,2306.6,0.22
camera_stream,1171.6,32.75,1832.19,0.113
camera_stream,1110.61,28.95,2072.87,0.278
camera_stream,1233.77,28.13,2133.05,0.122
camera_stream,1129.68,40.18,1493.24,0.19
camera_stream,1243.27,37.87,1584.57,0.189
camera_stream,1140.51,38.05,1576.97,0.348
camera_stream,1370.72,27.18,2207.67,0.186
camera_stream,1361.02,28.21,2126.63,0.184
camera_stream,1367.25,40.5,1481.5,0.177
camera_stream,1270.18,32.86,1826.14,0.263
camera_stream,1107.27,31.02,1934.43,0.335
camera_stream,1161.46,26.82,2236.95,0.259
camera_stream,1233.2,33.73,1778.83,0.295
camera_stream,1218.04,40.25,1490.75,0.228
camera_stream,1275.01,32.02,1874.11,0.177
camera_stream,1269.42,38.1,1574.66,0.329
camera_stream,1167.29,32.99,1818.8,0.28
camera_stream,1107.13,35.54,1688.3,0.305
camera_stream,1304.07,26.18,2291.52,0.387
camera_stream,1192.52,31.41,1910.04,0.242
camera_stream,1351.34,36.07,1663.55,0.253
camera_stream,1304.66,30.75,1951.06,0.359
camera_stream,1213.29,35.21,1704.02,0.115
camera_stream,1296.82,35.52,1689.11,0.197
camera_stream,1252.92,25.71,2333.84,0.385
camera_stream,1263.89,31.39,1911.2,0.316
camera_stream,1367.66,31.89,1881.63,0.093
camera_stream,1113.15,33.17,1808.82,0.246
camera_stream,1228.99,34.2,1754.19,0.224
camera_stream,1160.81,37.36,1606.1,0.267
camera_stream,1200.17,30.52,1965.96,0.097
camera_stream,1057.64,31.66,1895.4,0.379
camera_stream,1061.78,40.05,1498.1,0.133
camera_stream,1132.28,32.29,1858.43,0.152
camera_stream,1193.85,32.62,1839.44,0.221
camera_stream,1270.83,30.1,1993.19,0.18
camera_stream,1311.67,26.84,2235.36,0.345
camera_stream,1253.27,35.83,1674.38,0.139
camera_stream,1374.2,28.9,2075.94,0.142
camera_stream,1077.65,33.96,1766.91,0.378
camera_stream,1103.47,31.48,1905.93,0.145
camera_stream,1250.57,31.91,1880.04,0.099
camera_stream,1241.08,28.16,2130.89,0.268
camera_stream,1159.98,36.28,1654.0,0.152
camera_stream,1290.84,37.94,1581.46,0.109
camera_stream,1056.63,38.95,1540.37,0.146
camera_stream,1137.35,32.32,1856.39,0.169
camera_stream,1330.55,33.44,1794.07,0.282
camera_stream,1234.91,34.78,1725.08,0.266
camera_stream,1145.25,38.53,1557.3,0.275
camera_stream,1312.95,36.3,1653.08,0.179
camera_stream,1241.21,26.36,2276.52,0.13
camera_stream,1062.43,29.89,2007.62,0.145
camera_stream,1269.64,33.17,1808.69,0.215
camera_stream,1069.63,31.14,1926.82,0.146
camera_stream,1248.78,36.09,1662.28,0.284
camera_stream,1379.96,33.88,1771.03,0.237
camera_stream,1070.51,30.03,1997.78,0.225
camera_stream,1039.3,30.74,1951.56,0.093
camera_stream,1069.15,38.04,1577.14,0.379
camera_stream,1201.96,32.92,1822.63,0.295
camera_stream,1169.63,38.44,1560.94,0.237
camera_stream,1049.76,25.49,2353.52,0.318
camera_stream,1125.15,29.4,2040.98,0.251
camera_stream,1080.56,32.32,1856.6,0.313
camera_stream,1295.73,33.8,1775.38,0.124
camera_stream,1061.11,37.4,1604.2,0.337
camera_stream,1152.07,38.16,1572.25,0.102
camera_stream,1278.83,33.74,1778.22,0.387
camera_stream,1056.87,38.28,1567.35,0.315
camera_stream,1127.18,40.99,1463.81,0.225
camera_stream,1145.49,38.07,1576.14,0.222
camera_stream,1377.82,37.41,1603.84,0.161
camera_stream,1311.85,34.41,1743.84,0.195
camera_stream,1275.87,35.12,1708.22,0.14
camera_stream,1070.12,28.31,2119.7,0.152
camera_stream,1041.37,30.61,1959.95,0.174
camera_stream,1213.96,30.18,1988.17,0.301
camera_stream,1124.16,29.28,2049.36,0.347
camera_stream,1374.78,35.87,1672.76,0.119
camera_stream,1366.6,37.57,1596.97,0.366
camera_stream,1377.3,38.87,1543.5,0.128
camera_stream,1331.79,28.99,2069.33,0.303
camera_stream,1318.25,37.18,1613.62,0.293
camera_stream,1196.21,34.24,1752.4,0.171
camera_stream,1169.12,32.23,1861.51,0.28
camera_stream,1336.85,26.49,2265.05,0.245
camera_stream,1120.16,39.98,1500.7,0.201
camera_stream,1362.09,30.24,1984.35,0.091
camera_stream,1298.69,36.72,1633.83,0.309
camera_stream,1185.04,35.63,1684.15,0.197
camera_stream,1042.8,33.55,1788.33,0.155
camera_stream,1174.67,28.39,2113.45,0.171
camera_stream,1318.2,30.4,1973.42,0.263
camera_stream,1223.81,32.77,1831.2,0.193
camera_stream,1265.72,25.77,2327.88,0.12
camera_stream,1302.2,32.35,1854.52,0.127
camera_stream,1328.75,32.06,1871.46,0.09
camera_stream,1364.89,28.24,2124.86,0.297
camera_stream,1067.49,35.4,1694.92,0.138
camera_stream,1355.78,29.38,2041.91,0.286
camera_stream,1110.14,30.95,1938.64,0.361
camera_stream,1079.59,31.34,1914.4,0.182
camera_stream,1271.8,28.75,2087.23,0.287
camera_stream,1273.33,25.02,2398.33,0.233
camera_stream,1067.77,28.62,2096.51,0.294
camera_stream,1023.34,36.13,1660.69,0.335
camera_stream,1375.74,31.76,1889.35,0.13
camera_stream,1045.5,31.13,1927.46,0.309
camera_stream,1056.87,30.01,1999.09,0.354
camera_stream,1069.37,37.38,1605.34,0.316
camera_stream,1067.93,40.89,1467.46,0.133
camera_stream,1210.98,25.14,2387.05,0.285
camera_stream,1178.44,36.56,1641.19,0.278
camera_stream,1074.49,31.59,1899.49,0.296
camera_stream,1329.59,26.39,2273.85,0.12
camera_stream,1290.88,34.43,1742.51,0.205
camera_stream,1366.77,30.03,1997.87,0.132
camera_stream,1119.71,26.35,2277.21,0.256
camera_stream,1236.0,34.72,1728.04,0.324
camera_stream,1268.57,38.57,1555.76,0.288
camera_stream,1128.59,33.28,1802.67,0.243
camera_stream,1289.22,29.73,2018.25,0.106
camera_stream,1343.25,40.27,1489.77,0.238
camera_stream,1060.59,32.99,1818.55,0.268
camera_stream,1210.18,40.64,1476.26,0.386
camera_stream,1356.21,27.11,2213.06,0.348
camera_stream,1224.62,30.85,1945.11,0.295
camera_stream,1294.58,40.27,1489.9,0.321
camera_stream,1026.01,26.08,2300.57,0.169
camera_stream,1034.34,25.97,2310.58,0.327
camera_stream,1202.38,35.06,1711.49,0.24
camera_stream,1169.56,36.23,1656.13,0.115
camera_stream,1213.16,34.86,1721.33,0.173
camera_stream,1131.57,33.18,1808.27,0.151
camera_stream,1310.9,33.58,1786.66,0.207
camera_stream,1248.35,38.35,1564.44,0.294
camera_stream,1043.8,36.18,1658.43,0.309
camera_stream,1324.73,25.93,2314.23,0.116
camera_stream,1176.41,32.25,1860.24,0.273
camera_stream,1131.34,36.87,1627.47,0.312
camera_stream,1063.0,36.33,1651.69,0.3
camera_stream,1078.98,40.25,1490.75,0.247
camera_stream,1301.88,36.53,1642.38,0.14
camera_stream,1065.7,37.5,1600.09,0.171
camera_stream,1339.11,37.34,1606.73,0.099
camera_stream,1310.56,29.35,2044.18,0.109
camera_stream,1276.44,34.23,1753.03,0.113
camera_stream,1183.87,30.76,1950.46,0.24
camera_stream,1224.08,30.88,1942.82,0.167
camera_stream,1057.05,34.18,1755.28,0.307
camera_stream,1102.23,33.14,1810.44,0.103
camera_stream,1330.65,28.91,2075.2,0.232
camera_stream,1157.87,27.4,2189.67,0.369
camera_stream,1328.69,33.85,1772.74,0.364
camera_stream,1286.64,31.71,1892.15,0.187
camera_stream,1169.85,36.52,1642.73,0.171
camera_stream,1048.04,30.96,1937.68,0.241
camera_stream,1344.7,27.87,2152.89,0.331
camera_stream,1373.31,40.27,1490.12,0.111
camera_stream,1187.43,29.52,2032.73,0.343
camera_stream,1137.83,33.85,1772.55,0.092
camera_stream,1092.24,34.02,1763.62,0.181
camera_stream,1244.18,32.42,1850.55,0.268
camera_stream,1197.61,37.36,1605.92,0.149
camera_stream,1344.16,37.17,1614.3,0.164
camera_stream,1022.3,31.56,1901.11,0.16
camera_stream,1144.71,38.43,1561.15,0.353
camera_stream,1362.36,25.02,2397.76,0.287
camera_stream,1325.64,36.64,1637.76,0.121
camera_stream,1210.73,28.81,2082.56,0.238
camera_stream,1041.56,40.95,1465.15,0.303
camera_stream,1053.49,39.74,1509.8,0.359
camera_stream,1207.11,36.21,1656.84,0.202
camera_stream,1370.84,26.36,2276.31,0.119
camera_stream,1068.06,38.12,1574.0,0.112
camera_stream,1224.42,31.96,1877.36,0.379
camera_stream,1105.24,29.18,2056.5,0.185
camera_stream,1308.29,36.21,1656.93,0.311
camera_stream,1134.5,29.35,2044.2,0.112
camera_stream,1092.98,37.48,1600.9,0.265
camera_stream,1075.95,27.63,2171.55,0.23
camera_stream,1166.34,33.57,1787.05,0.379
camera_stream,1094.75,29.93,2004.48,0.17
camera_stream,1063.17,27.52,2180.09,0.296
camera_stream,1317.5,36.15,1659.75,0.102
camera_stream,1320.93,30.24,1983.82,0.117
camera_stream,1109.36,30.69,1954.91,0.244
camera_stream,1263.79,29.16,2057.42,0.387
camera_stream,1031.19,31.47,1906.56,0.226
camera_stream,1289.31,29.0,2069.13,0.229
camera_stream,1309.4,27.24,2202.91,0.094
camera_stream,1318.93,40.72,1473.44,0.129
camera_stream,1316.52,30.96,1938.25,0.279
camera_stream,1252.09,34.32,1748.4,0.168
camera_stream,1312.59,25.35,2366.98,0.109
camera_stream,1344.9,32.09,1869.46,0.129
camera_stream,1345.83,38.27,1567.82,0.189
camera_stream,1035.37,32.38,1853.23,0.14
camera_stream,1226.6,38.15,1572.86,0.208
camera_stream,1030.61,35.93,1669.85,0.142
camera_stream,1097.3,27.99,2143.28,0.174
camera_stream,1338.03,25.55,2347.93,0.276
camera_stream,1108.48,29.72,2018.73,0.214
camera_stream,1218.25,25.98,2309.85,0.174
camera_stream,1069.4,28.19,2128.31,0.355
camera_stream,1209.29,35.09,1709.79,0.331
camera_stream,1306.14,40.83,1469.49,0.325
camera_stream,1149.28,33.71,1779.77,0.235
camera_stream,1348.56,33.04,1816.07,0.207
camera_stream,1084.73,30.1,1993.22,0.156
camera_stream,1342.48,37.46,1601.85,0.108
camera_stream,1376.95,33.47,1792.6,0.32
camera_stream,1379.86,40.58,1478.43,0.12
camera_stream,1256.47,29.26,2050.27,0.335
camera_stream,1350.21,25.89,2317.09,0.389
camera_stream,1098.99,38.54,1556.66,0.329
camera_stream,1147.73,38.43,1561.38,0.344
camera_stream,1083.4,34.48,1740.12,0.332
camera_stream,1271.15,39.62,1514.25,0.098
camera_stream,1272.2,40.16,1493.99,0.259
camera_stream,1222.72,28.01,2141.96,0.386
camera_stream,1337.39,32.88,1825.06,0.183
camera_stream,1196.56,26.44,2268.94,0.16
camera_stream,1098.77,33.42,1795.16,0.09
camera_stream,1350.44,28.22,2125.89,0.129
camera_stream,1278.1,39.7,1511.32,0.343
camera_stream,1136.49,25.35,2366.81,0.266
camera_stream,1350.2,37.39,1604.71,0.344
camera_stream,1329.84,40.37,1486.29,0.202
camera_stream,1359.09,31.33,1915.13,0.12
camera_stream,1128.64,27.18,2207.24,0.137
camera_stream,1361.53,37.67,1592.8,0.378
camera_stream,1253.7,27.79,2159.26,0.381
camera_stream,1269.68,39.86,1505.21,0.326
camera_stream,1100.37,34.42,1743.01,0.143
camera_stream,1130.46,36.02,1665.93,0.128
camera_stream,1282.38,40.18,1493.26,0.375
camera_stream,1160.98,40.91,1466.69,0.38
camera_stream,1031.66,34.64,1732.19,0.366
camera_stream,1368.31,28.53,2102.73,0.26
camera_stream,1357.21,27.25,2201.81,0.314
camera_stream,1105.68,40.72,1473.55,0.14
camera_stream,1338.72,26.42,2271.04,0.303
camera_stream,1250.08,39.19,1531.14,0.224
camera_stream,1115.48,28.99,2069.49,0.11
camera_stream,1112.4,26.73,2244.79,0.09
camera_stream,1158.94,36.72,1633.93,0.381
camera_stream,1338.44,32.89,1824.3,0.204
camera_stream,1216.57,26.62,2253.7,0.234
smart_switch,36.37,2071.75,28.96,0.556
smart_switch,27.95,1032.68,58.1,0.604
smart_switch,29.54,1473.69,40.71,0.635
smart_switch,26.89,1206.19,49.74,0.463
smart_switch,34.78,1884.68,31.84,0.619
smart_switch,27.12,1969.25,30.47,0.534
smart_switch,31.79,955.79,62.78,0.633
smart_switch,27.98,2501.56,23.99,0.397
smart_switch,27.22,1269.99,47.24,0.407
smart_switch,34.37,2199.67,27.28,0.569
smart_switch,29.18,1406.74,42.65,0.421
smart_switch,26.6,1929.19,31.1,0.602
smart_switch,27.84,1549.49,38.72,0.478
smart_switch,29.53,2091.64,28.69,0.53
smart_switch,28.4,946.32,63.4,0.401
smart_switch,29.5,1047.48,57.28,0.603
smart_switch,29.7,1615.44,37.14,0.497
smart_switch,33.93,1064.05,56.39,0.513
smart_switch,28.22,2493.89,24.06,0.461
smart_switch,31.35,1373.93,43.67,0.49
smart_switch,28.71,1383.41,43.37,0.368
smart_switch,35.03,2101.44,28.55,0.376
smart_switch,30.13,1874.61,32.01,0.641
smart_switch,33.08,1896.48,31.64,0.602
smart_switch,35.82,1653.54,36.29,0.511
smart_switch,36.4,1754.68,34.19,0.614
smart_switch,31.72,1042.12,57.57,0.621
smart_switch,34.57,1803.78,33.26,0.62
smart_switch,35.61,2119.56,28.31,0.536
smart_switch,27.44,2262.94,26.51,0.402
smart_switch,37.81,2649.9,22.64,0.593
smart_switch,27.51,1662.07,36.1,0.646
smart_switch,31.22,2695.08,22.26,0.538
smart_switch,36.01,1364.2,43.98,0.623
smart_switch,36.97,1020.62,58.79,0.466
smart_switch,30.77,1487.03,40.35,0.433
smart_switch,31.5,2472.24,24.27,0.586
smart_switch,33.48,1840.61,32.6,0.476
smart_switch,30.97,1166.76,51.42,0.526
smart_switch,35.1,2591.37,23.15,0.627
smart_switch,32.75,1081.78,55.46,0.436
smart_switch,32.43,1518.96,39.5,0.473
smart_switch,30.6,1774.05,33.82,0.533
smart_switch,26.45,1395.75,42.99,0.393
smart_switch,33.3,2148.59,27.93,0.362
smart_switch,36.67,1496.69,40.09,0.421
smart_switch,34.95,2557.5,23.46,0.619
smart_switch,26.24,2371.29,25.3,0.441
smart_switch,29.36,1784.91,33.62,0.559
smart_switch,27.18,2464.02,24.35,0.39
smart_switch,37.69,1697.6,35.34,0.598
smart_switch,29.23,1650.19,36.36,0.544
smart_switch,28.26,1280.5,46.86,0.597
smart_switch,34.89,2267.09,26.47,0.61
smart_switch,35.85,1827.49,32.83,0.398
smart_switch,29.73,1812.23,33.11,0.391
smart_switch,36.22,2482.8,24.17,0.359
smart_switch,28.31,2399.27,25.01,0.601
smart_switch,28.99,1721.61,34.85,0.625
smart_switch,34.46,1393.16,43.07,0.597
smart_switch,32.06,2043.74,29.36,0.387
smart_switch,26.37,1570.44,38.21,0.528
smart_switch,28.13,2466.87,24.32,0.526
smart_switch,30.2,1194.32,50.24,0.618
smart_switch,34.99,2139.93,28.04,0.436
smart_switch,30.64,1193.23,50.28,0.522
smart_switch,37.58,2442.8,24.56,0.544
smart_switch,34.13,1384.35,43.34,0.473
smart_switch,26.24,2304.55,26.04,0.58
smart_switch,26.11,2540.73,23.62,0.544
smart_switch,33.21,915.23,65.56,0.426
smart_switch,35.66,1449.83,41.38,0.64
smart_switch,33.71,1662.85,36.08,0.463
smart_switch,30.18,1353.6,44.33,0.49
smart_switch,34.13,2383.76,25.17,0.469
smart_switch,27.23,1820.72,32.95,0.549
smart_switch,36.12,1573.61,38.13,0.544
smart_switch,33.31,1437.26,41.75,0.382
smart_switch,26.77,2679.05,22.4,0.542
smart_switch,36.34,1370.06,43.79,0.563
smart_switch,36.71,1437.82,41.73,0.395
smart_switch,35.19,2519.44,23.81,0.592
smart_switch,35.63,1980.06,30.3,0.548
smart_switch,34.17,2198.31,27.29,0.547
smart_switch,37.97,1366.97,43.89,0.476
smart_switch,30.66,963.57,62.27,0.562
smart_switch,32.86,1241.85,48.32,0.568
smart_switch,28.67,1862.34,32.22,0.585
smart_switch,36.88,2109.36,28.44,0.502
smart_switch,36.15,2413.15,24.86,0.613
smart_switch,28.17,1075.69,55.78,0.388
smart_switch,29.1,2355.02,25.48,0.579
smart_switch,28.2,2123.48,28.26,0.451
smart_switch,27.07,1539.51,38.97,0.573
smart_switch,29.69,2318.56,25.88,0.449
smart_switch,29.13,1429.29,41.98,0.605
smart_switch,31.65,2459.51,24.4,0.525
smart_switch,37.33,1028.19,58.36,0.617
smart_switch,32.01,2461.5,24.38,0.465
smart_switch,29.58,997.31,60.16,0.606
smart_switch,27.65,1260.53,47.6,0.473
smart_switch,32.83,2531.92,23.7,0.487
smart_switch,29.8,2188.2,27.42,0.584
smart_switch,31.85,2035.86,29.47,0.403
smart_switch,33.61,908.48,66.04,0.432
smart_switch,35.13,1203.49,49.85,0.579
smart_switch,31.87,2274.42,26.38,0.376
smart_switch,33.37,2040.28,29.41,0.471
smart_switch,37.58,1589.97,37.74,0.361
smart_switch,28.39,1571.58,38.18,0.354
smart_switch,29.87,2399.81,25.0,0.407
smart_switch,34.12,2028.04,29.59,0.425
smart_switch,34.32,1519.83,39.48,0.389
smart_switch,30.6,1959.61,30.62,0.4
smart_switch,35.89,1436.76,41.76,0.437
smart_switch,34.73,1973.47,30.4,0.451
smart_switch,36.66,2691.85,22.29,0.453
smart_switch,36.82,1546.65,38.79,0.407
smart_switch,37.38,2552.77,23.5,0.471
smart_switch,28.74,2208.9,27.16,0.389
smart_switch,34.81,1961.45,30.59,0.401
smart_switch,30.4,2070.97,28.97,0.361
smart_switch,36.52,1360.42,44.1,0.51
smart_switch,26.58,2690.42,22.3,0.549
smart_switch,33.84,935.54,64.13,0.557
smart_switch,31.0,1584.46,37.87,0.514
smart_switch,31.69,1175.63,51.04,0.559
smart_switch,33.56,1442.01,41.61,0.548
smart_switch,33.95,1385.96,43.29,0.532
smart_switch,27.65,2395.17,25.05,0.381
smart_switch,34.63,1111.92,53.96,0.384
smart_switch,27.28,1257.56,47.71,0.41
smart_switch,29.16,1841.66,32.58,0.411
smart_switch,34.44,1431.63,41.91,0.362
smart_switch,31.96,1273.85,47.1,0.63
smart_switch,29.97,904.93,66.3,0.551
smart_switch,36.88,2403.42,24.96,0.551
smart_switch,27.79,1062.15,56.49,0.504
smart_switch,34.68,1082.32,55.44,0.427
smart_switch,28.77,2679.6,22.39,0.439
smart_switch,31.57,1079.66,55.57,0.402
smart_switch,26.47,1423.02,42.16,0.59
smart_switch,29.75,2229.37,26.91,0.378
smart_switch,35.1,982.6,61.06,0.606
smart_switch,33.96,1206.92,49.71,0.457
smart_switch,31.25,2019.25,29.71,0.614
smart_switch,27.12,2366.94,25.35,0.405
smart_switch,30.81,2632.16,22.79,0.432
smart_switch,30.63,2431.21,24.68,0.59
smart_switch,33.79,2334.44,25.7,0.384
smart_switch,34.35,1005.56,59.67,0.633
smart_switch,27.91,1648.85,36.39,0.527
smart_switch,35.63,2121.11,28.29,0.404
smart_switch,30.56,1545.48,38.82,0.359
smart_switch,34.21,2409.37,24.9,0.642
smart_switch,27.57,2556.72,23.47,0.384
smart_switch,30.94,982.75,61.05,0.428
smart_switch,29.77,2168.22,27.67,0.553
smart_switch,35.21,1937.97,30.96,0.52
smart_switch,37.73,2105.72,28.49,0.451
smart_switch,32.28,2161.04,27.76,0.379
smart_switch,33.94,1347.44,44.53,0.454
smart_switch,34.12,1592.78,37.67,0.602
smart_switch,32.7,2678.02,22.4,0.366
smart_switch,33.72,1182.47,50.74,0.605
smart_switch,36.22,2464.95,24.34,0.372
smart_switch,31.9,1333.61,44.99,0.641
smart_switch,26.6,1300.87,46.12,0.543
smart_switch,30.84,1323.0,45.35,0.488
smart_switch,35.62,1706.58,35.16,0.607
smart_switch,31.36,1113.67,53.88,0.499
smart_switch,33.84,1084.76,55.31,0.474
smart_switch,32.69,900.31,66.64,0.377
smart_switch,33.25,2014.32,29.79,0.441
smart_switch,32.1,1272.33,47.16,0.551
smart_switch,37.4,1554.02,38.61,0.366
smart_switch,28.68,1718.03,34.92,0.518
smart_switch,33.44,1751.64,34.25,0.547
smart_switch,34.59,1105.24,54.29,0.578
smart_switch,28.66,1514.44,39.62,0.599
smart_switch,37.57,1425.57,42.09,0.507
smart_switch,34.43,982.4,61.07,0.399
smart_switch,27.69,2190.34,27.39,0.566
smart_switch,27.28,1999.53,30.01,0.406
smart_switch,37.16,1607.21,37.33,0.487
smart_switch,35.38,2190.22,27.39,0.382
smart_switch,30.97,2567.93,23.37,0.601
smart_switch,33.07,2289.86,26.2,0.485
smart_switch,33.9,2621.14,22.89,0.39
smart_switch,31.99,1854.66,32.35,0.365
smart_switch,37.22,2409.87,24.9,0.495
